emirates team	ORG:1	PREFIX:1
emirates team new	PREFIX:1
emirates team new zealand	ORG:1
emmeci	PREFIX:1
emmeci group	ORG:1
emporio	TSO:1
enaip	ORG:1
enal	ORG:1
enasa	ORG:1
enav	ORG:1
enceratec	ORG:1
enciclopedia	NIL:1
enciclopedie	NIL:1
endesa	ORG:1
enea	ORG:1
eneco	ORG:1
enel	ORG:2	PREFIX:4
enel distribuzione	ORG:1
enel hydro	ORG:1
enel produzione	ORG:1
enel real	PREFIX:1
enel real estate	ORG:1
enerconsult	ORG:1
enertad	ORG:1
engelhard	ORG:1
engineering	ORG:1	TSO:1
enginsoft	ORG:1
eni	ORG:2
enichem	ORG:1
enigma	ORG:1
enimont	ORG:1
enpals	ORG:1
ensable	ORG:1
ensemble	ORG:1
ente	TSO:1
epic	ORG:1
epicor	ORG:1
episode	PREFIX:1
episode six	ORG:1
epitronics	ORG:1
eplanet	ORG:1
eppaa	ORG:1
equipe	TSO:1
erasure	ORG:1
erboristeria	TSO:1
erder	ORG:1
erg	ORG:1
ergo	ORG:1	PREFIX:1
ergo previdenza	ORG:1
ericsson	ORG:2	PREFIX:1
ericsson telecomunicazioni	ORG:1
erre	ORG:1
ervis	ORG:1
esaote	ORG:1
esat	ORG:1
esoteric	ORG:1
esp	NIL:1
espanyol	ORG:1
espresso	ORG:1
esprinet	ORG:1
esse	PREFIX:3
esse -	PREFIX:3
esse - ti	ORG:1	PREFIX:2
esse - ti carilo	ORG:1	PREFIX:1
esse - ti carilo loreto	ORG:1
essedi	ORG:1
esselunga	ORG:1
essepi	ORG:1
eta	ORG:1
etec	ORG:1
ethnikos	PREFIX:1
ethnikos achnas	ORG:1
ethyl	ORG:1
eti	ORG:2
etinera	ORG:1
etonwood	ORG:1
etra	ORG:1
etx	ORG:1
eu	ORG:1
euphon	ORG:1
euregio	ORG:1
euribor	NIL:1
eurispes	ORG:1
eurobanca	PREFIX:1
eurobanca privata	ORG:1
eurobau	PREFIX:1
eurobau home	ORG:1
eurobrico	ORG:1
eurocar	ORG:1	TSO:1
eurocoating	ORG:2
eurocom	ORG:1
eurodynamics	ORG:1
eurofighter	ORG:1
eurofly	ORG:1
euromix	ORG:1	PREFIX:1
euromix motors	ORG:1
euronics	ORG:1
europa	PREFIX:1
europa steel	ORG:1
europadiesel	ORG:1
europol	ORG:1
europorfidi	ORG:1
eurospar	ORG:1
eurospin	ORG:1
eurostandard	ORG:2
eurotec	ORG:1
eurotech	ORG:2
eurovision	PREFIX:1
eurovision partecipazioni	ORG:1
eurowings	ORG:1
eurythmics	ORG:1
eutelia	ORG:1
evc	ORG:1
evergreen	ORG:1
everton	ORG:1
everything	PREFIX:1
everything but	PREFIX:1
everything but the	PREFIX:1
everything but the girl	ORG:1
ex	NIL:1
exide	ORG:1
exodus	ORG:1
exploited	ORG:1
explonaft	ORG:1
expo	ORG:1
exprivia	ORG:1
extreme	PREFIX:1
extreme noise	PREFIX:1
extreme noise terror	ORG:1
exxon	ORG:1
eztn	ORG:1
f	PREFIX:2
f 1	ORG:1
f 3000	ORG:1
f.	PREFIX:1
f. c.	TSO:1
f.a.o.	ORG:1
f.a.u.	ORG:1
f.i.c.s.f.	ORG:1
f.i.d.a.l.	ORG:1
f.i.d.a.s.c.	ORG:1
f.lli	ORG:1	TSO:1
f.s.	ORG:1
f1	ORG:1
f3000	ORG:1
fabbrica	PREFIX:3
fabbrica d'	PREFIX:1
fabbrica d' armi	ORG:1
fabbrica italiana	ORG:1
fabbrica macchine	ORG:1
faber	ORG:1
fabi	ORG:1
facoltà	TSO:1
fairchild	ORG:1
fairport	PREFIX:1
fairport convention	ORG:1
falck	ORG:2
falegnameria	TSO:1
fam	PREFIX:1
fam coop	ORG:1
famatec	ORG:2
family	ORG:1
familymart	ORG:1
fantic	PREFIX:1
fantic motor	ORG:1
fanuc	ORG:1
fao	ORG:1
far	PREFIX:1
far west	NIL:1
farmabiagini	ORG:1
farmacia	TSO:1
fascismo	ORG:1
fashion	ORG:1	TSO:1
fastway	ORG:1
fastweb	ORG:1
fau	ORG:1
fbi	ORG:1
fc	TSO:1
fc.	TSO:1
fci	ORG:1
fcie	ORG:1
fcmi	ORG:1
fcp	ORG:1
fdb	ORG:1
fdp	ORG:1
fed	PREFIX:2
fed coop	ORG:1
fed cup	ORG:1
fedcoop	ORG:1
fedcup	ORG:1
federal	PREFIX:1
federal -	PREFIX:1
federal - mogul	ORG:1
federatletica	ORG:1
federazione	TSO:1	PREFIX:3
federazione dei	PREFIX:1
federazione dei verdi	ORG:1
federazione delle	PREFIX:1
federazione delle coperative	ORG:1
federazione laburista	ORG:1
federcaccia	ORG:1
federcalcio	ORG:1
federciclismo	ORG:1
federcultura	ORG:1
federfarma	ORG:1
federgasacqua	ORG:1
federmeccanica	ORG:1
federnotai	ORG:1
federpensionati	ORG:1
federsci	ORG:1
federtennis	ORG:1
federturismo	ORG:1
fedrigoni	PREFIX:1
fedrigoni cartiere	ORG:1
feeder	ORG:1
felix	PREFIX:1
felix and	PREFIX:1
felix and arty	ORG:1
fem	ORG:1
fen	PREFIX:1
fen energia	ORG:1
fenacom	ORG:1
fenalt	ORG:1
fenap	ORG:1
feneal	ORG:1
feneral	ORG:1
fenerbahce	ORG:1
feralpi	ORG:1
feredil	ORG:1
ferramenta	TSO:1
ferraresi	ORG:1
ferrari	ORG:1
ferrero	ORG:1
ferrovia	PREFIX:6
ferrovia centrale	ORG:1
ferrovia trento	PREFIX:5
ferrovia trento -	PREFIX:2
ferrovia trento - malè	ORG:1
ferrovia trento - malé	ORG:1
ferrovia trento malè	ORG:1
ferrovia trento malé	ORG:2
ferrovie	PREFIX:1
ferrovie dello	PREFIX:1
ferrovie dello stato	ORG:1
fesco	ORG:1
fesco.	ORG:1
festina	ORG:1
feyenoord	ORG:1
fhi	ORG:1
fia	ORG:1
fiab	ORG:1
fiaip	ORG:1
fials	ORG:1
fiamma	PREFIX:1
fiamma tricolore	ORG:1
fiat	ORG:1	PREFIX:12
fiat 500	NIL:1
fiat bravo	NIL:1
fiat cinquecento	NIL:1
fiat croma	NIL:1
fiat grande	PREFIX:1
fiat grande punto	NIL:1
fiat panda	NIL:1
fiat privilegiate	NIL:1
fiat punto	NIL:1
fiat risparmio	NIL:1
fiat ritmo	NIL:1
fiat seicento	NIL:1
fiat stilo	NIL:1
fiatallis	ORG:1
ficsf	ORG:1
fiction	PREFIX:1
fiction plane	ORG:1
fidal	ORG:1
fidasc	ORG:1
fidelity	ORG:1
fiderbim	ORG:1
fideuram	ORG:1
fidia	ORG:1
fieg	ORG:1
fields	PREFIX:1
fields of	PREFIX:1
fields of the	PREFIX:1
fields of the nephilim	ORG:1
fiemme	PREFIX:1
fiemme servizi	ORG:1
fiera	PREFIX:2
fiera milano	ORG:2
fierecongressi	ORG:1
fifa	ORG:1
figc	ORG:1
figisc	ORG:1
fila	ORG:1
filatura	PREFIX:1
filatura di	PREFIX:1
filatura di pollone	ORG:1
filodoro	ORG:1
filt	PREFIX:1
filt -	PREFIX:1
filt - cgil	ORG:1
filtrona	ORG:1
fim	ORG:1
fima	ORG:1
fimaa	ORG:1
fimmg	ORG:1
fina	ORG:1
finance	TEO:1	TSO:1
financial	PREFIX:1
financial times	ORG:1
finanziaria	PREFIX:4
finanziaria btb	ORG:1
finanziaria nettuno	ORG:1
finanziaria trentina	ORG:1
finanziaria valsugana	ORG:1
finarte	PREFIX:2
finarte casa	PREFIX:2
finarte casa d'	PREFIX:1
finarte casa d' aste	ORG:1
finarte casa d´	PREFIX:1
finarte casa d´ aste	ORG:1
fincantieri	ORG:1
fineco	ORG:1
finenergy	ORG:1
fingeo	ORG:1
finimeg	ORG:1
fininvest	ORG:2
finmatica	ORG:1
finmeccanica	ORG:1
finnair	ORG:1
finnat	PREFIX:1
finnat euramerica	ORG:1
finsider	ORG:1
finsiel	ORG:1
finstral	ORG:2
fintecna	ORG:1
finvals	ORG:1
fioesa	ORG:1
fiom	ORG:1	PREFIX:1
fiom cgil	ORG:1
fiorentina	ORG:1
fiorese	ORG:2	PREFIX:1
fiorese bassano	ORG:1
fip	ORG:1	PREFIX:1
fip industriale	ORG:1
fipe	ORG:1
fipt	ORG:1
firestone	ORG:1
fisac	ORG:1
fisascat	ORG:1
fisco	NIL:1
fisi	ORG:1
fisiatria	ORG:1
fisons	ORG:1
fit	ORG:1	PREFIX:1
fit -	PREFIX:1
fit - cisl	ORG:1
flai	ORG:1
flametal	ORG:1
fleetwood	PREFIX:1
fleetwood mac	ORG:1
flight	PREFIX:1
flight directors	ORG:1
fluor	ORG:1
fluormine	ORG:1
fluorocarbon	ORG:1
flux	PREFIX:1
flux of	PREFIX:1
flux of pink	PREFIX:1
flux of pink indians	ORG:1
flying	PREFIX:1
flying enterprise	ORG:1
fmc	ORG:1
fnm	ORG:1
fnn	ORG:1
fnp	ORG:1
foen	ORG:1
fokker	ORG:1
folgarida	PREFIX:1
folgarida marilleva	ORG:1
fondazione	ORG:1	PREFIX:1
fondazione kessler	ORG:1
fonderia	PREFIX:1
fonderia marchesi	ORG:1
fondiaria	ORG:1	PREFIX:2
fondiaria -	PREFIX:1
fondiaria - sai	ORG:1
fondiaria sai	ORG:1
fondo	TSO:1
football	PREFIX:1
football club	TSO:1
ford	PREFIX:4
ford fiesta	NIL:1
ford focus	NIL:1
ford mondeo	NIL:1
ford motor	ORG:1
forestale	ORG:1
forinvest	ORG:1
formula	PREFIX:2
formula 1	ORG:1
formula uno	ORG:1
formula1	ORG:1
fornasari	ORG:1
fortglas	ORG:1
forza	PREFIX:1
forza italia	ORG:1
fotostudio	TSO:1
foundation	TEO:1
fox	ORG:1	PREFIX:1
fox international	PREFIX:1
fox international channels	ORG:1
fps	PREFIX:2
fps -	PREFIX:1
fps - cisl	ORG:1
fps cisl	ORG:1
fraierscavi	ORG:1
framasil	PREFIX:2
framasil cucine	ORG:1	PREFIX:1
framasil cucine pineto	ORG:1
framatome	ORG:1
france	PREFIX:1
france telecom	ORG:1
franco	PREFIX:1
franco -	PREFIX:1
franco - canadienne	ORG:1
frankie	PREFIX:1
frankie goes	PREFIX:1
frankie goes to	PREFIX:1
frankie goes to hollywood	ORG:1
franz	PREFIX:1
franz ferdinand	ORG:1
fratelli	PREFIX:2
fratelli azzolini	ORG:1
fratelli gazzini	ORG:1
freedomland	ORG:1	PREFIX:1
freedomland -	PREFIX:1
freedomland - itn	ORG:1
freemasons	ORG:1
freeport	PREFIX:1
freeport -	PREFIX:1
freeport - mcmoran	ORG:1
frito	PREFIX:1
frito -	PREFIX:1
frito - lay	ORG:1
fromula	PREFIX:2
fromula 1	ORG:1
fromula uno	ORG:1
fromula1	ORG:1
frontier	PREFIX:1
frontier airlines	ORG:1
fs	ORG:1
fs.	ORG:1
fsm	ORG:1
fso	ORG:1
ftp	NIL:1
fugees	ORG:1
fuji	ORG:1
fujikoshi	ORG:1
fujisawa	ORG:1
fujitsu	ORG:1
fulham	ORG:1
fuller	ORG:1
fullsix	ORG:1
funiviari	PREFIX:1
funiviari lusia	ORG:1
funivie	ORG:1	TSO:1	PREFIX:14
funivie alpe	PREFIX:1
funivie alpe cermis	ORG:1
funivie buffaure	ORG:1
funivie campiglio	ORG:1
funivie campiglio.	ORG:1
funivie folgarida	ORG:1	PREFIX:2
funivie folgarida marileva	ORG:1
funivie folgarida marilleva	ORG:1
funivie lagorai	ORG:1
funivie madonna	PREFIX:1
funivie madonna di	PREFIX:1
funivie madonna di campiglio	ORG:1
funivie molveno	PREFIX:1
funivie molveno pradel	ORG:1
funivie pejo	ORG:1
funivie pinzolo	ORG:1
funivie seggiovie	PREFIX:1
funivie seggiovie san	PREFIX:1
funivie seggiovie san martino	ORG:1
funivie val	PREFIX:1
funivie val rendena	ORG:1
fuori	PREFIX:1
fuori rotta	ORG:1
furukawa	ORG:1
futsal	ORG:1
g.e.	ORG:1
g.m.	ORG:1
g7	ORG:1
g8	ORG:1
gabeca	PREFIX:1
gabeca montichiari	ORG:1
gabetti	ORG:1	PREFIX:1
gabetti property	PREFIX:1
gabetti property solutions	ORG:1
gaf	ORG:1
galbani	ORG:1
galena	PREFIX:1
galena air	PREFIX:1
galena air service	ORG:1
galleria	TSO:1
gallox	ORG:1
galopera	ORG:1
gama	ORG:1
gamesa	ORG:1
gand	PREFIX:2
gand -	PREFIX:1
gand - wevelgem	ORG:1
gand wevelgem	ORG:1
gandalf	ORG:1
gang	PREFIX:1
gang of	PREFIX:1
gang of four	ORG:1
gannett	ORG:1
ganz	PREFIX:1
ganz -	PREFIX:1
ganz - ansaldo	ORG:1
garbari	ORG:1
garboli	ORG:1	PREFIX:1
garboli conicos	ORG:1
garda	PREFIX:1
garda trentino	PREFIX:1
garda trentino fiere	ORG:1
gardaland	ORG:1
gas	PREFIX:1
gas avisio	ORG:1
gasoline	ORG:1	PREFIX:1
gasoline road	PREFIX:1
gasoline road pub	ORG:1
gasonics	ORG:1
gathering	ORG:1
gatx	ORG:1
gazebo	PREFIX:1
gazebo penguins	ORG:1
gazprom	ORG:1
gazzetta	PREFIX:3
gazzetta dello	PREFIX:1
gazzetta dello sport	ORG:1
gazzetta di	PREFIX:2
gazzetta di mantova	ORG:1
gazzetta di modena	ORG:1
gazzettino	ORG:1
gc	TSO:1
gca	ORG:1
ge	ORG:1
geas	ORG:1
gec	ORG:1
gefinor	ORG:1
gefran	ORG:1
gemina	ORG:1
gencorp	ORG:1
general	PREFIX:2
general electric	ORG:1
general motors	ORG:1
generali	ORG:1	PREFIX:1
generali assicurazioni	ORG:1
generalpietre	ORG:1
generation	PREFIX:1
generation x	ORG:1
genesis	ORG:1
genoa	ORG:1
genrad	ORG:1
gente	PREFIX:1
gente motori	ORG:1
gentilini	PREFIX:1
gentilini costruzioni	ORG:1
gentle	PREFIX:1
gentle giant	ORG:1
genus	ORG:1
geo	PREFIX:1
geo rock	ORG:1
geodata	ORG:1
georgia	PREFIX:1
georgia -	PREFIX:1
georgia - pacific	ORG:1
geox	ORG:1
gespi	PREFIX:1
gespi industries	ORG:1
gestore	TSO:1
getac	ORG:1
getters	ORG:1
gewiss	ORG:1
gfl	ORG:1
ghia	ORG:1
giacomelli	ORG:1	PREFIX:2
giacomelli sport	ORG:2
gianesini	PREFIX:1
gianesini f.lli	ORG:1
gianni	PREFIX:1
gianni versace	ORG:1
giemme	TSO:1
giesse	TSO:1
gigantissimo	ORG:1
gilda	ORG:1
gildemeister	ORG:1	PREFIX:1
gildemeister italiana	ORG:1
gilera	ORG:1
gillette	ORG:1
ginori	ORG:1
giochimpara	ORG:1
gioielleria	TSO:1
giorgio	PREFIX:1
giorgio armani	ORG:1
giornale	PREFIX:1
giornale di	PREFIX:1
giornale di sicilia	ORG:1
giovane	PREFIX:1
giovane italia	ORG:1
giovani	PREFIX:2
giovani imprenditori	ORG:1
giovani industriali	ORG:1
giovannini	PREFIX:1
giovannini materiali	PREFIX:1
giovannini materiali elettrici	ORG:1
gipsi	PREFIX:1
gipsi kings	ORG:1
girlschool	ORG:1
girone	TSO:1	PREFIX:12
girone a	ORG:1
girone a1	ORG:1
girone a2	ORG:1
girone b	ORG:1
girone b1	ORG:1
girone b2	ORG:1
girone c	ORG:1
girone c1	ORG:1
girone c2	ORG:1
girone d	ORG:1
girone d1	ORG:1
girone d2	ORG:1
gironi	TSO:1
giubbe	PREFIX:1
giubbe rosse	ORG:1
giudicarie	PREFIX:1
giudicarie gas	ORG:1
giugiaro	PREFIX:2
giugiaro design	ORG:2
giunta	PREFIX:3
giunta comunale	ORG:1
giunta provinciale	ORG:1
giunta regionale	ORG:1
giv	ORG:1
gkn	ORG:1
glacier	ORG:1
glatfelter	ORG:1
glaxo	ORG:1
globex	ORG:1
gm	ORG:1
gmb	ORG:1
gmfanuc	ORG:1
gmo	ORG:1
gnu	NIL:1
goddard	ORG:1
godflesh	ORG:1
gogmagog	ORG:1
golden	PREFIX:1
golden share	NIL:1
goldfrapp	ORG:1
goldstar	ORG:1
goldwell	ORG:1
goletta	PREFIX:1
goletta verde	ORG:1
gong	ORG:1
goodrich	ORG:1
goodyear	ORG:1
google	ORG:1
gorerotted	ORG:1
gorillaz	ORG:1
gourmet	PREFIX:1
gourmet italia	ORG:1
gp	NIL:1
gp1	ORG:1
gp2	ORG:1
gpa	ORG:1
graffer	ORG:1	PREFIX:1
graffer seggiovie	ORG:1
grafil	ORG:1
granarolo	ORG:1
grand	PREFIX:1
grand -	PREFIX:1
grand - met	ORG:1
grande	PREFIX:1
grande punto	NIL:1
grandi	PREFIX:4
grandi magazzini	PREFIX:1
grandi magazzini regina	ORG:1
grandi navi	ORG:1	PREFIX:1
grandi navi veloci	ORG:1
grandi viaggi	ORG:1
grandmet	ORG:1
granitifiandre	ORG:1
grant	ORG:1
grasshoppers	ORG:1
green	PREFIX:2
green day	ORG:1
green tower	ORG:1
greenlandair	ORG:1
greenpeace	ORG:1
greenplast	ORG:1	PREFIX:1
greenplast italia	ORG:1
greenslade	ORG:1
greenvision	PREFIX:1
greenvision ambiente	ORG:1
greyhound	ORG:1
grim	PREFIX:1
grim reaper	ORG:1
groningen	ORG:1
group	ORG:1	TSO:1
grtn	ORG:1
grumman	ORG:1
grundig	ORG:2	PREFIX:1
grundig italiana	ORG:1
grunding	ORG:1
gruppo	TSO:1	PREFIX:10
gruppo adige	PREFIX:1
gruppo adige bitumi	ORG:1
gruppo coin	ORG:1
gruppo editoriale	PREFIX:1
gruppo editoriale l'	PREFIX:1
gruppo editoriale l' espresso	ORG:1
gruppo italiano	PREFIX:1
gruppo italiano vini	ORG:1
gruppo l'	PREFIX:1
gruppo l' espresso	ORG:1
gruppo pam	ORG:1
gruppo partecipazioni	PREFIX:1
gruppo partecipazioni industriali	ORG:1
gruppo rigotti	ORG:1
gruppo sportivo	TSO:1
gruppo volare	ORG:1
gryphon	ORG:1
gs	ORG:1	TSO:1
gs.	TSO:1
gte	ORG:1
gtt	ORG:1
guala	PREFIX:1
guala closures	ORG:1
guaradia	PREFIX:1
guaradia medica	ORG:1
guardia	PREFIX:3
guardia di	PREFIX:1
guardia di finanza	ORG:1
guardia forestale	ORG:1
guardia nazionale	ORG:1
gucci	ORG:1
guns	PREFIX:1
guns n'	PREFIX:1
guns n' roses	ORG:1
gunungcermai	ORG:1
guzzi	ORG:1
gwsc	ORG:1
gymnasium	TSO:1
h3g	ORG:1	PREFIX:1
h3g italia	ORG:1
habitat	ORG:1
hajdusaj	ORG:1
hakuhodo	ORG:1
halifax	ORG:1
halliburton	ORG:1
hamas	ORG:1
hampshire	ORG:1
hanil	ORG:1
hapag	PREFIX:1
hapag -	PREFIX:1
hapag - lloyd	ORG:1
hapoel	PREFIX:1
hapoel tel	PREFIX:1
hapoel tel aviv	ORG:1
hard	PREFIX:1
hard -	PREFIX:1
hard - fi	ORG:1
harley	PREFIX:2
harley -	PREFIX:1
harley - davidson	ORG:1
harley davidson	ORG:1
harsco	ORG:1
hartleys	ORG:1
hartmarx	ORG:1
harvard	ORG:1
hasbro	ORG:1
hastenia	ORG:1
hatfield	PREFIX:1
hatfield and	PREFIX:1
hatfield and the	PREFIX:1
hatfield and the north	ORG:1
havana	PREFIX:1
havana 3	PREFIX:1
havana 3 a.m	ORG:1
hawkwind	ORG:1
hc	TSO:1
hcm	ORG:1
hdm	ORG:1
hearts	PREFIX:1
hearts of	PREFIX:1
hearts of midlothian	ORG:1
heaven	PREFIX:1
heaven and	PREFIX:1
heaven and hell	ORG:1
heerenveen	ORG:1
hellas	ORG:1	PREFIX:2
hellas -	PREFIX:1
hellas - verona	ORG:1
hellas verona	ORG:1
helmut	PREFIX:1
helmut marsoner	ORG:1
hem	ORG:1
hemlo	ORG:1
hemodynamics	ORG:1
henkel	ORG:1
henry	PREFIX:1
henry cow	ORG:1
hera	ORG:1
herald	PREFIX:1
herald tribune	ORG:1
hertha	PREFIX:1
hertha berlino	ORG:1
hertz	ORG:1
hewlett	PREFIX:1
hewlett -	PREFIX:1
hewlett - packard	ORG:1
hexatec	ORG:1
hicom	ORG:1
high	PREFIX:1
high tecnology	PREFIX:1
high tecnology cables	ORG:1
himont	ORG:1
hino	ORG:1
history	PREFIX:1
history channel	ORG:1
hitachi	ORG:1
hnsx	ORG:1
hoechst	ORG:1
hogg	PREFIX:1
hogg -	PREFIX:1
hogg - robinson	ORG:1
hoist	ORG:1
holding	TSO:1	PREFIX:1
holding valrendena	ORG:1
holnam	ORG:1
holzhof	ORG:1
honda	PREFIX:9
honda cb	NIL:1
honda cbr	NIL:1
honda cbr1000	NIL:1
honda cbr600	NIL:1
honda cbr900	NIL:1
honda civic	NIL:1
honda nsr	NIL:1
honda nsr500	NIL:1
honda sh	NIL:1
honeywell	ORG:1
hopa	ORG:1
horizon	PREFIX:1
horizon air	ORG:1
hormel	ORG:1
hospital	TEO:1
hotel	TSO:1
hotelecopy	ORG:1
hoya	ORG:1
hp	ORG:1	PREFIX:1
hp laserjet	NIL:1
hsbc	ORG:1
http	NIL:1
http:	NIL:1
hubbard	ORG:1
hubbell	ORG:1
huck	ORG:1
huels	ORG:1
huffy	ORG:1
hughes	ORG:1
humpuss	ORG:1
hungarhotels	ORG:1
hungaria	PREFIX:1
hungaria -	PREFIX:1
hungaria - oberoi	ORG:1
hussman	ORG:1
hypres	ORG:1
hyundai	ORG:1	PREFIX:3
hyundai athos	NIL:1
hyundai atos	NIL:1
hyundai coupé	NIL:1
i	PREFIX:6
i -	PREFIX:1
i - tal	ORG:1
i cavalieri	PREFIX:1
i cavalieri del	PREFIX:1
i cavalieri del re	ORG:1
i democratici	ORG:1
i grandi	PREFIX:1
i grandi viaggi	ORG:1
i verdi	ORG:1
i viaggi	PREFIX:1
i viaggi del	PREFIX:1
i viaggi del ventaglio	ORG:1
i.b.m.	ORG:1
i.c.p.	ORG:1
i.m.a.	ORG:1
i.m.p.a.	ORG:1
i.n.a.i.l.	ORG:1
i.n.p.s.	ORG:1
i.net	ORG:1
i.t.e.a	ORG:1
i.t.e.a.	ORG:1
iaaf	ORG:1
iacp	ORG:1
iar	PREFIX:1
iar siltal	ORG:1
iberia	ORG:1
ibfin	ORG:1
ibm	ORG:1	PREFIX:1
ibm italia	ORG:1
ibusz	ORG:1
ica	ORG:2
icam	ORG:1
iccrea	PREFIX:1
iccrea holding	ORG:1
ice	PREFIX:1
ice climbing	PREFIX:1
ice climbing world	PREFIX:1
ice climbing world cup	ORG:1
icelandair	ORG:1
icem	ORG:1
ici	NIL:1
icis	ORG:1
icom	ORG:1
idealporfidi	ORG:1
idemitsu	ORG:1
idlewild	ORG:1
idraulica	TSO:1
if	PREFIX:1
if tomorrow	PREFIX:1
if tomorrow ever	PREFIX:1
if tomorrow ever comes	ORG:1
ifi	ORG:1
ifil	ORG:2	PREFIX:1
ifil risparmi	ORG:1
ifis	ORG:1
igd	ORG:1
igp	NIL:1
ikarus	ORG:1
il	PREFIX:15
il balletto	PREFIX:1
il balletto di	PREFIX:1
il balletto di bronzo	ORG:1
il corriere	PREFIX:1
il corriere della	PREFIX:1
il corriere della sera	ORG:1
il denaro	ORG:1
il divo	ORG:1
il foglio	ORG:1
il gazzettino	ORG:1
il manifesto	ORG:1
il mattino	ORG:1
il messaggero	ORG:1	PREFIX:1
il messaggero veneto	ORG:1
il mulino	ORG:1
il sole	PREFIX:3
il sole 24	ORG:1	PREFIX:1
il sole 24 ore	ORG:1
il sole 24ore	ORG:1
il venerdì	PREFIX:1
il venerdì di	PREFIX:1
il venerdì di repubblica	ORG:1
ilfo	ORG:1
ille	PREFIX:1
ille prefabbricati	ORG:1
illi	ORG:1
ilmor	ORG:1
ilva	ORG:1
ima	ORG:1
imam	ORG:1
imar	ORG:1
imc	PREFIX:1
imc trade	ORG:1
imec	ORG:1
imeg	ORG:1
imi	ORG:1
immobiliare	TSO:1
immsi	ORG:1
immunex	ORG:1
imperial	ORG:1
impianti	TSO:1	PREFIX:3
impianti colfosco	ORG:1
impianti maso	ORG:1
impianti polsa	ORG:1
imposta	NIL:1
impregilo	ORG:1
ina	ORG:1
inacomp	ORG:1
inail	ORG:1
inam	ORG:1
inarcheck	ORG:1
inblu	ORG:1
inbus	ORG:1
inc.	TSO:1
incacao	ORG:1
inco	ORG:2
indap	ORG:1
indesit	ORG:1	PREFIX:1
indesit company	ORG:1
industria	TSO:1	PREFIX:1
industria italiana	PREFIX:1
industria italiana porfido	ORG:1
ineos	PREFIX:1
ineos films	ORG:1
infa	PREFIX:1
infa -	PREFIX:1
infa - riot	ORG:1
inferentia	ORG:1
informatica	PREFIX:1
informatica dolomit	ORG:1
infostrada	ORG:1
infostrutture	ORG:1
infrastrutture	ORG:1
ingarda	ORG:2	PREFIX:1
ingarda trentino	ORG:1
ingersoll	PREFIX:1
ingersoll -	PREFIX:1
ingersoll - rand	ORG:1
iniziative	PREFIX:1
iniziative urbane	ORG:1
injener	ORG:1
inkubus	PREFIX:1
inkubus sukkubus	ORG:1
inme	ORG:1
innotech	ORG:1
innovpharm	ORG:1
inoco	ORG:1
inpdap	ORG:1
inps	ORG:1
inser	ORG:1
insilco	ORG:1
institut	TEO:1	TSO:1
intek	ORG:1
intel	ORG:1
intendenza	PREFIX:1
intendenza di	PREFIX:1
intendenza di finanza	ORG:1
interamics	ORG:1
interbanca	ORG:1
interbold	ORG:1
interbrennero	ORG:1
intercantieri	PREFIX:1
intercantieri vittadello	ORG:1
interco	ORG:1
intergraph	ORG:1
interlake	ORG:1
intermet	ORG:1
intermobiliare	ORG:1
international	ORG:1	TSO:1	PREFIX:1
international suplay	PREFIX:1
international suplay of	PREFIX:1
international suplay of spare	PREFIX:1
international suplay of spare parts	ORG:1
internazionali	PREFIX:1
internazionali d'	PREFIX:1
internazionali d' italia	ORG:1
internet	NIL:1
interpol	ORG:1
interpore	ORG:1
interpump	ORG:1	PREFIX:1
interpump group	ORG:1
interserv	ORG:1
intesa	ORG:1
intesabci	ORG:1
intifada	ORG:1
investimenti	PREFIX:1
investimenti e	PREFIX:1
investimenti e sviluppo	ORG:1
invexco	ORG:1
invexco.	ORG:1
invicta	ORG:1
ipc	TSO:1
ipcs	TSO:1
iperal	ORG:1
ipi	ORG:1
ipm	ORG:1
ipost	ORG:1
ips	ORG:1
ipsa	ORG:1
ipse	ORG:1
ipsos	ORG:1
iraklis	PREFIX:1
iraklis salonicco	ORG:1
irap	NIL:1
irce	ORG:1
ires	NIL:1
iri	ORG:1
irish	PREFIX:1
irish helicopters	ORG:1
iron	PREFIX:1
iron maiden	ORG:1
irpef	NIL:1	PREFIX:1
irpef -	PREFIX:1
irpef - irap	NIL:1
irpeg	NIL:1
irst	ORG:1
isa	ORG:2
isaf	ORG:1
isap	ORG:1
isec	ORG:1
ises	ORG:1
isetan	ORG:1
isfin	ORG:1
isig	ORG:1
isles	PREFIX:1
isles of	PREFIX:1
isles of scilly	PREFIX:1
isles of scilly skybus	ORG:1
iso	NIL:1
isobel	ORG:1
isocolor	ORG:1
isoradio	ORG:1
ispel	ORG:1
ispettorato	ORG:1	PREFIX:1
ispettorato del	PREFIX:1
ispettorato del lavoro	ORG:1
ist.	TSO:1	PREFIX:1
ist. naz.	TSO:1
istat	ORG:1
istituto	TSO:1	PREFIX:3
istituto agrario	TSO:1
istituto atesino	PREFIX:1
istituto atesino di	PREFIX:1
istituto atesino di sviluppo	ORG:1
istituto nazionale	TSO:1
istituzione	TSO:1
istituzioni	TSO:1
isuzu	ORG:1
isvap	ORG:1
it	PREFIX:2
it holding	ORG:1
it way	ORG:1
italcementi	ORG:2
italclem	ORG:1
italconsult	ORG:1
italdesign	ORG:1	PREFIX:1
italdesign giugiaro	ORG:1
italdiscount	ORG:1
italdriver	ORG:1
italease	ORG:1
italferr	ORG:1
italgas	ORG:1
italia	PREFIX:3
